,Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA,WMA,MOM,SlowK,SlowD,MACD,MACD_Hist,MACD_Signal,ADOSC,CCI
11,2019-09-23,48.0,49.035999,47.844002,48.245998,48.245998,21701000,55.9188,237.8507,241.4680,15.6200,36.2153,42.5297,4.4074,1.0961,3.3113,-2200960.3725,33.8273
12,2019-09-24,48.304001,48.397999,44.521999,44.641998,44.641998,64457500,41.8844,237.7307,239.6379,-1.8000,19.2813,30.9055,2.7613,-0.4399,3.2013,-6116685.3946,-76.8411
13,2019-09-25,44.911999,45.796001000000004,43.672001,45.740002000000004,45.740002000000004,47135500,46.2850,238.2653,238.5091,8.0200,27.1187,29.0121,1.8781,-1.0585,2.9366,-4321146.1797,-115.6188
14,2019-09-26,46.132,48.661999,45.48,48.512001,48.512001,59422500,55.4166,239.1307,239.0459,12.9800,55.8818,42.4470,2.2704,-0.5330,2.8034,231141.2514,-12.5554
15,2019-09-27,48.439999,49.742001,47.745998,48.425999,48.425999,55582000,55.1052,240.1093,239.4208,14.6800,67.1007,54.7738,2.5176,-0.2286,2.7462,945396.1871,36.6517
16,2019-09-30,48.599998,48.796001000000004,47.222,48.174,48.174,29399000,54.1499,240.7147,239.5159,9.0800,70.6344,62.7041,2.5820,-0.1314,2.7134,1543881.9853,-4.1244
17,2019-10-01,48.299999,49.189999,47.826,48.938,48.938,30813000,56.5942,241.3247,240.0128,9.1500,78.6945,70.6993,2.9078,0.1556,2.7523,2884662.8972,30.3428
18,2019-10-02,48.658001,48.93,47.886002000000005,48.625999,48.625999,28157000,55.3042,241.0600,240.2385,-3.9700,76.2548,73.4770,3.0055,0.2026,2.8029,3919225.5112,18.7954
19,2019-10-03,46.372002,46.896,44.855999,46.605999,46.605999,75422500,47.7536,240.2040,239.2348,-12.8400,56.0357,64.7564,2.2421,-0.4487,2.6908,7421180.0457,-126.9603
20,2019-10-04,46.321999,46.956001,45.613997999999995,46.285999,46.285999,39975000,46.6720,239.2860,238.1380,-13.7700,44.5153,54.6358,1.4908,-0.9600,2.4508,8182936.2313,-93.3083
21,2019-10-07,45.959998999999996,47.712002000000005,45.709998999999996,47.543999,47.543999,40321000,51.3163,238.9467,237.9423,-5.0900,53.2683,53.9521,1.3869,-0.8511,2.2380,9885904.7783,-42.4986
22,2019-10-08,47.174,48.787997999999995,46.900002,48.009997999999996,48.009997999999996,43391000,52.9428,238.6307,238.0802,-4.7400,65.3430,59.6475,1.4756,-0.6099,2.0855,10169413.1062,16.3353
23,2019-10-09,48.264,49.459998999999996,48.130001,48.905998,48.905998,34472000,55.9730,238.7000,238.8176,1.0400,76.6550,68.1513,1.8857,-0.1599,2.0455,9727063.5991,75.6979
24,2019-10-10,49.056,49.855999,48.316002000000005,48.948002,48.948002,31416500,56.1149,238.5760,239.5726,-1.8600,77.6250,72.8881,2.2022,0.1253,2.0769,8303520.0438,91.0387
25,2019-10-11,49.43,50.216,49.362,49.577999,49.577999,42377000,58.2766,239.0607,240.7368,7.2700,81.7331,77.3106,2.6764,0.4796,2.1968,5633725.5153,120.4806
26,2019-10-14,49.580002,51.709998999999996,49.425999,51.391998,51.391998,51025000,63.7805,240.1093,242.9743,15.7300,87.5609,82.4358,3.7409,1.2353,2.5056,6372256.9100,159.0911
27,2019-10-15,51.540001000000004,52.0,50.824001,51.577999,51.577999,32164000,64.2979,242.4213,245.1968,34.6800,88.3283,85.3820,4.6065,1.6807,2.9258,6672925.4021,165.7641
28,2019-10-16,51.478001,52.419998,51.383998999999996,51.950001,51.950001,33420500,65.3583,244.4913,247.3629,31.0500,88.4380,86.9100,5.3806,1.9638,3.4167,6386370.7684,167.2673
29,2019-10-17,52.5,52.956001,52.034,52.394001,52.394001,23846500,66.6259,245.7853,249.5478,19.4100,86.4004,86.6552,6.1028,2.1488,3.9540,5356096.2541,152.1542
30,2019-10-18,52.139998999999996,52.560001,51.02,51.389998999999996,51.389998999999996,28749000,61.2002,246.7733,250.9433,14.8200,71.0189,78.8371,6.1986,1.7958,4.4029,3497322.3099,95.6440
31,2019-10-21,51.666,51.900002,50.035999,50.700001,50.700001,25101500,57.7379,247.6153,251.7842,12.6300,46.8793,62.8582,5.9279,1.2200,4.7079,1959647.3474,56.1211
32,2019-10-22,50.863997999999995,51.666,50.169998,51.116001000000004,51.116001000000004,23004000,59.2279,248.3413,252.7798,10.8900,41.9328,52.3955,5.8141,0.8850,4.9291,1539949.2751,52.8814
33,2019-10-23,50.900002,51.228001,50.27,50.936001,50.936001,26305500,58.2754,249.1113,253.5721,11.5500,36.3774,44.3864,5.5869,0.5262,5.0607,1881777.9052,41.0622
34,2019-10-24,59.674,60.986,57.84,59.936001,59.936001,148604500,77.5856,253.5547,259.8932,66.6500,63.3942,53.8903,8.9350,3.0995,5.8356,4994747.0298,299.0610
35,2019-10-25,59.543999,66.0,59.222,65.625999,65.625999,150030500,82.9353,260.0013,269.2151,96.7000,80.5257,67.2080,13.7259,6.3122,7.4136,14307939.6638,289.2139
36,2019-10-28,65.508003,68.167999,64.519997,65.542,65.542,94351500,82.6233,266.0007,277.6787,89.9900,82.9676,75.0878,17.2894,7.9007,9.3888,14177161.7079,216.1875
37,2019-10-29,63.998001,64.860001,62.950001,63.243999,63.243999,63421500,74.4196,271.0787,283.9561,76.1700,77.7281,76.4079,18.9678,7.6632,11.3046,10041384.8639,131.0679
38,2019-10-30,62.599998,63.757999,61.993999,63.001999,63.001999,48209000,73.5951,275.7773,289.4475,70.4800,63.8544,70.1311,19.9701,6.9324,13.0377,7874886.6219,96.8210
