,Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA,WMA,MOM,SlowK,SlowD,MACD_Signal,MACD_Hist,MACD,ADOSC,CCI
15,2019-09-24,43.080002,44.389998999999996,42.599998,43.0,43.0,989622,48.7057,43.2253,43.0700,-0.6200,42.3353,47.0409,-0.0784,-0.0398,-0.1182,-431298.4248,8.0456
16,2019-09-25,42.98,43.639998999999996,42.900002,43.130001,43.130001,758289,49.4644,43.1960,43.0581,-0.4400,41.8653,44.4531,-0.0843,-0.0237,-0.1080,-531478.4481,-1.3576
17,2019-09-26,43.139998999999996,43.470001,42.799999,43.139998999999996,43.139998999999996,857658,49.5259,43.1327,43.0511,-0.9500,41.8629,43.1580,-0.0871,-0.0110,-0.0981,-520071.9596,-4.6617
18,2019-09-27,43.25,44.200001,42.630001,42.950001,42.950001,1103221,48.3281,43.0253,43.0282,-1.6100,33.8180,38.4880,-0.0905,-0.0138,-0.1043,-676058.3254,34.0019
19,2019-09-30,42.950001,43.450001,42.880001,43.209998999999996,43.209998999999996,1106503,50.0976,42.9727,43.0513,-0.7900,33.9481,36.2181,-0.0899,0.0026,-0.0872,-622821.2182,35.6959
20,2019-10-01,43.450001,44.130001,42.299999,43.119999,43.119999,1401901,49.4693,43.0220,43.0697,0.7400,38.5530,37.3855,-0.0879,0.0078,-0.0801,-590734.4700,31.8430
21,2019-10-02,42.779999,43.200001,41.799999,42.540001000000004,42.540001000000004,1690844,45.5270,43.0113,43.0095,-0.1600,34.6932,36.0394,-0.0943,-0.0255,-0.1198,-493162.3211,-128.2748
22,2019-10-03,42.25,43.119999,42.0,43.099998,43.099998,1001427,49.6757,43.0240,43.0206,0.1900,44.4299,40.2346,-0.0964,-0.0085,-0.1049,-101157.4924,-64.1176
23,2019-10-04,43.27,43.490002000000004,42.799999,43.27,43.27,606616,50.8922,43.0333,43.0513,0.1400,53.7600,46.9973,-0.0928,0.0144,-0.0784,138336.9296,33.3009
24,2019-10-07,43.119999,43.450001,42.860001000000004,43.240002000000004,43.240002000000004,592119,50.6607,43.1287,43.0772,1.4300,57.7813,52.3893,-0.0861,0.0269,-0.0592,278021.0138,21.2450
25,2019-10-08,43.080002,43.450001,42.540001000000004,42.880001,42.880001,779223,47.8610,43.0533,43.0461,-1.1300,60.8433,56.6163,-0.0833,0.0111,-0.0722,247225.0785,-44.8802
26,2019-10-09,43.150002,44.029999,42.950001,43.66,43.66,903472,53.7894,43.0707,43.1219,0.2600,71.3084,63.9623,-0.0705,0.0512,-0.0194,302651.0339,149.0153
27,2019-10-10,43.630001,44.830002,43.25,44.810001,44.810001,957936,60.8256,43.1893,43.3393,1.7800,85.2175,74.5899,-0.0336,0.1476,0.1140,594892.9757,296.3933
28,2019-10-11,45.0,46.360001000000004,44.849998,45.549999,45.549999,1065485,64.5474,43.3760,43.6344,2.8000,82.0067,78.2983,0.0284,0.2479,0.2763,635668.6456,330.9975
29,2019-10-15,45.5,45.91,45.0,45.630001,45.630001,1052411,64.9333,43.5487,43.9162,2.5900,81.4484,79.8733,0.1040,0.3026,0.4066,723353.0987,205.0959
30,2019-10-16,45.68,46.119999,45.16,45.380001,45.380001,1008735,62.6500,43.7073,44.1451,2.3800,76.3547,78.1140,0.1800,0.3041,0.4841,519610.6898,150.1968
31,2019-10-17,45.580002,45.830002,45.290001000000004,45.540001000000004,45.540001000000004,1033861,63.5294,43.8680,44.3742,2.4100,74.9941,76.5540,0.2544,0.2977,0.5521,364657.0929,117.1338
32,2019-10-18,45.560001,45.970001,45.18,45.259997999999996,45.259997999999996,1218495,60.8435,44.0093,44.5482,2.1200,51.0732,63.8136,0.3189,0.2579,0.5768,-41064.4969,92.0611
33,2019-10-21,45.549999,46.990002000000004,45.290001000000004,46.23,46.23,1132554,66.1547,44.2280,44.8257,3.2800,56.4411,60.1274,0.3885,0.2784,0.6669,-165152.8123,111.8659
34,2019-10-22,46.5,46.990002000000004,45.209998999999996,45.43,45.43,1057423,59.0741,44.3760,44.9760,2.2200,35.5976,47.8625,0.4440,0.2221,0.6661,-454186.9936,82.3589
35,2019-10-23,45.27,46.029999,45.060001,45.73,45.73,877451,60.7615,44.5500,45.1452,2.6100,35.1563,41.5094,0.4916,0.1902,0.6818,-424643.7671,59.2600
36,2019-10-24,46.009997999999996,46.529999,45.779999,46.009997999999996,46.009997999999996,719060,62.3153,44.7813,45.3277,3.4700,42.1896,41.8495,0.5350,0.1737,0.7086,-462420.0925,78.2405
37,2019-10-25,46.02,46.279999,45.709998999999996,45.990002000000004,45.990002000000004,580527,62.1270,44.9740,45.4788,2.8900,45.1880,43.5188,0.5720,0.1480,0.7200,-439076.4350,66.2625
38,2019-10-28,45.959998999999996,46.619999,45.720001,45.720001,45.720001,1010355,59.5257,45.1373,45.5721,2.4500,39.6925,41.6056,0.5974,0.1018,0.6992,-711087.3082,64.3441
39,2019-10-29,45.380001,48.09,44.849998,47.419998,47.419998,2423632,68.4401,45.4160,45.8574,4.1800,59.5067,50.5562,0.6401,0.1705,0.8105,-305499.2851,127.9949
40,2019-10-30,47.549999,47.990002000000004,46.369999,46.560001,46.560001,1395490,61.1412,45.6613,46.0004,3.6800,56.1423,53.3492,0.6760,0.1439,0.8199,-451671.0622,153.8462
41,2019-10-31,46.5,46.91,46.0,46.900002,46.900002,1542686,62.8207,45.8773,46.1552,3.2400,59.7069,56.5281,0.7098,0.1352,0.8450,9659.0206,103.0714
42,2019-11-01,47.0,47.529999,46.810001,46.990002000000004,46.990002000000004,791096,63.2710,46.0227,46.2943,2.1800,62.8782,59.7031,0.7403,0.1220,0.8623,71650.6890,155.0647
43,2019-11-04,47.150002,47.459998999999996,46.77,47.279999,47.279999,721258,64.7449,46.1380,46.4515,1.7300,68.9391,64.3211,0.7701,0.1190,0.8891,200253.8701,131.5897
44,2019-11-05,47.259997999999996,47.299999,46.639998999999996,47.060001,47.060001,1390961,62.6998,46.2333,46.5667,1.4300,61.1027,62.7119,0.7925,0.0899,0.8824,355362.5924,90.6794
45,2019-11-06,47.32,48.669998,47.150002,48.599998,48.599998,1545474,69.8440,46.4480,46.8626,3.2200,79.2405,70.9762,0.8320,0.1579,0.9900,832960.1965,180.5064
46,2019-11-07,49.75,49.75,47.200001,47.330002,47.330002,1421915,59.7348,46.5673,46.9728,1.7900,50.7135,60.8448,0.8580,0.1037,0.9617,546319.7430,148.0202
47,2019-11-08,47.400002,48.77,47.27,48.630001,48.630001,1074389,65.2509,46.7920,47.2307,3.3700,57.3503,59.0976,0.8928,0.1394,1.0322,657431.1584,138.4936
48,2019-11-11,48.259997999999996,48.48,47.310001,48.130001,48.130001,1013386,61.7641,46.9187,47.3979,1.9000,52.6301,55.8639,0.9214,0.1144,1.0358,772646.9406,98.4908
49,2019-11-12,48.150002,49.110001000000004,48.110001000000004,48.560001,48.560001,1089652,63.5584,47.1273,47.6031,3.1300,53.4305,54.6472,0.9494,0.1118,1.0612,714869.2933,132.7096
50,2019-11-13,48.599998,49.259997999999996,48.240002000000004,48.869999,48.869999,695068,64.8331,47.3367,47.8209,3.1400,59.4603,57.0537,0.9782,0.1154,1.0937,678282.0419,124.0992
51,2019-11-14,48.880001,49.720001,48.630001,49.299999,49.299999,962596,66.5710,47.5560,48.0663,3.2900,71.1587,64.1062,1.0108,0.1302,1.1410,671900.3577,132.2561
52,2019-11-15,49.34,49.830002,48.860001000000004,49.360001000000004,49.360001000000004,757317,66.8162,47.7807,48.2918,3.3700,76.2540,70.1801,1.0426,0.1272,1.1698,615660.3283,124.3238
53,2019-11-18,49.290001000000004,49.720001,48.950001,49.560001,49.560001,986147,67.6632,48.0367,48.5142,3.8400,80.2781,75.2291,1.0731,0.1220,1.1950,720058.3650,118.0895
54,2019-11-19,49.560001,50.119999,49.299999,49.880001,49.880001,1059311,69.0187,48.2007,48.7447,2.4600,83.7561,79.4926,1.1038,0.1229,1.2267,837060.6916,129.0035
55,2019-11-20,49.700001,50.119999,49.360001000000004,49.75,49.75,781474,67.7819,48.4133,48.9383,3.1900,79.4619,79.4773,1.1285,0.0987,1.2272,815372.2958,108.3362
56,2019-11-21,49.75,50.040001000000004,49.439999,49.450001,49.450001,697568,64.9061,48.5833,49.0679,2.5500,63.1437,71.3105,1.1407,0.0489,1.1896,517820.0100,89.3595
57,2019-11-22,49.459998999999996,49.68,48.959998999999996,49.169998,49.169998,591529,62.2644,48.7287,49.1412,2.1800,40.9735,56.1420,1.1374,-0.0131,1.1243,270597.1233,51.1107
58,2019-11-25,49.18,49.895,49.110001000000004,49.849998,49.849998,586003,65.8781,48.9000,49.2814,2.5700,58.8488,57.4954,1.1328,-0.0183,1.1145,309939.1856,73.7122
59,2019-11-26,49.889998999999996,50.599998,49.599998,50.540001000000004,50.540001000000004,1659777,69.0956,49.1320,49.4864,3.4800,77.5952,67.5453,1.1361,0.0131,1.1492,762594.9361,127.1955
60,2019-11-27,50.5,51.07,50.200001,50.200001,50.200001,861223,65.8189,49.2387,49.6199,1.6000,68.1815,67.8634,1.1361,0.0001,1.1362,604419.9761,140.7443
61,2019-11-28,50.240002000000004,50.810001,50.049999,50.639998999999996,50.639998999999996,344900,67.9278,49.4593,49.7951,3.3100,73.9012,70.8823,1.1385,0.0096,1.1482,545411.0593,128.9961
62,2019-11-29,50.779999,50.830002,49.869999,50.049999,50.049999,568095,62.3970,49.5540,49.8689,1.4200,60.9302,65.9062,1.1303,-0.0329,1.0974,358714.7868,89.2755
63,2019-12-02,50.049999,50.209998999999996,49.139998999999996,49.470001,49.470001,967918,57.4686,49.6433,49.8584,1.3400,39.0143,52.4603,1.1040,-0.1052,0.9988,131719.9097,-4.1030
64,2019-12-03,49.150002,49.720001,48.470001,49.369999,49.369999,1463729,56.6421,49.6973,49.8242,0.8100,36.8148,44.6376,1.0637,-0.1614,0.9022,231805.8918,-82.0389
65,2019-12-04,49.5,49.880001,49.110001000000004,49.200001,49.200001,942432,55.1963,49.7193,49.7621,0.3300,33.8735,39.2555,1.0115,-0.2088,0.8027,21910.4149,-58.1780
66,2019-12-05,49.200001,49.540001000000004,48.810001,49.189999,49.189999,495872,55.1076,49.7120,49.6959,-0.1100,32.1910,35.7233,0.9521,-0.2373,0.7148,-59463.7674,-97.0528
67,2019-12-06,49.34,49.830002,48.849998,49.029999,49.029999,797453,53.6309,49.6900,49.6107,-0.3300,32.1875,33.9554,0.8867,-0.2617,0.6250,-247873.6618,-83.9131
68,2019-12-09,48.970001,49.099998,48.450001,48.869999,48.869999,751556,52.1342,49.6440,49.5082,-0.6900,30.7790,32.3672,0.8163,-0.2815,0.5348,-232516.5040,-141.7403
69,2019-12-10,48.790001000000004,49.0,48.419998,48.560001,48.560001,774254,49.2791,49.5560,49.3727,-1.3200,20.1840,26.2756,0.7397,-0.3064,0.4333,-332520.4139,-137.1690
70,2019-12-11,48.57,49.869999,48.279999,49.389998999999996,49.389998999999996,866493,56.1654,49.5320,49.3519,-0.3600,44.9977,35.6367,0.6748,-0.2598,0.4150,-233961.4347,-53.1411
71,2019-12-12,49.369999,49.470001,48.650002,48.799999,48.799999,1038768,50.9020,49.4887,49.2604,-0.6500,38.8510,37.2438,0.6096,-0.2607,0.3489,-381968.8349,-72.6566
72,2019-12-13,48.82,49.799999,48.650002,49.5,49.5,814508,56.1283,49.5107,49.2618,0.3300,57.7903,47.5171,0.5575,-0.2085,0.3490,-283846.0077,-26.4519
73,2019-12-16,49.580002,50.060001,49.23,49.880001,49.880001,846535,58.6862,49.5127,49.3080,0.0300,73.8390,60.6780,0.5210,-0.1457,0.3754,-65376.0164,27.7828
74,2019-12-17,49.810001,50.610001000000004,49.490002000000004,50.330002,50.330002,966589,61.5318,49.4987,49.4102,-0.2100,80.9109,70.7945,0.5024,-0.0747,0.4277,183716.8679,86.6788
75,2019-12-18,50.240002000000004,50.830002,49.919998,50.009997999999996,50.009997999999996,830813,58.4637,49.4860,49.4741,-0.1900,71.6481,71.2213,0.4895,-0.0513,0.4382,56856.3081,108.0944
76,2019-12-19,49.950001,49.950001,49.040001000000004,49.349998,49.349998,991991,52.6611,49.4000,49.4571,-1.2900,51.8791,61.5502,0.4694,-0.0805,0.3889,-100796.4489,3.9361
77,2019-12-20,49.360001000000004,49.880001,49.189999,49.700001,49.700001,874668,55.1881,49.3767,49.4946,-0.3500,44.3753,52.9627,0.4503,-0.0766,0.3737,-23025.7929,42.0000
78,2019-12-23,50.0,50.040001000000004,49.57,49.689999,49.689999,461886,55.0981,49.3913,49.5337,0.2200,40.3441,46.6534,0.4316,-0.0748,0.3567,-61035.6903,72.7179
79,2019-12-24,49.900002,49.959998999999996,49.490002000000004,49.599998,49.599998,272709,54.2447,49.4067,49.5598,0.2300,35.8145,41.2340,0.4117,-0.0795,0.3322,-117191.3061,49.1541
80,2019-12-27,49.84,49.959998999999996,49.470001,49.68,49.68,511997,54.9098,49.4387,49.5940,0.4800,49.9072,45.5706,0.3925,-0.0769,0.3156,-152782.8938,47.0048
81,2019-12-30,49.59,49.900002,48.360001000000004,48.849998,48.849998,683291,47.2713,49.4160,49.5204,-0.3400,39.5370,42.5538,0.3605,-0.1278,0.2328,-232512.1976,-70.2518
82,2019-12-31,48.830002,48.919998,48.32,48.509997999999996,48.509997999999996,425169,44.5512,49.3813,49.4072,-0.5200,25.2917,33.9228,0.3160,-0.1779,0.1381,-293594.3085,-126.9647
83,2020-01-02,48.720001,50.07,48.564999,50.0,50.0,657536,56.3458,49.4567,49.4845,1.1300,60.6459,47.2843,0.2891,-0.1079,0.1812,-102138.0066,18.0959
84,2020-01-03,48.98,48.990002000000004,46.849998,48.310001,48.310001,1967356,44.7723,49.4400,49.3412,-0.2500,52.9937,50.1390,0.2469,-0.1688,0.0781,213630.1073,-207.1312
85,2020-01-06,47.610001000000004,47.82,47.110001000000004,47.299999,47.299999,1134902,39.5682,49.3007,49.0737,-2.0900,33.4844,41.8117,0.1807,-0.2648,-0.0841,155549.4336,-214.8871
86,2020-01-07,47.299999,48.27,47.200001,48.240002000000004,48.240002000000004,863739,45.8451,49.2633,48.9411,-0.5600,38.3261,40.0689,0.1175,-0.2528,-0.1353,377063.5395,-128.9378
87,2020-01-08,47.75,49.279999,47.75,49.040001000000004,49.040001000000004,1193122,50.5304,49.2327,48.9132,-0.4600,53.1692,46.6191,0.0720,-0.1820,-0.1100,693934.6479,-44.8254
88,2020-01-09,49.119999,50.389998999999996,49.07,49.599998,49.599998,1388006,53.5448,49.2140,48.9591,-0.2800,65.4264,56.0228,0.0487,-0.0930,-0.0443,673489.4129,48.8938
89,2020-01-10,49.59,51.014998999999996,49.200001,50.900002,50.900002,1443019,59.6589,49.2520,49.1698,0.5700,81.2407,68.6317,0.0613,0.0501,0.1114,1004858.2164,109.9175
90,2020-01-13,50.849998,52.18,50.470001,52.09,52.09,1388026,64.2708,49.3907,49.5246,2.0800,89.7168,79.1743,0.1144,0.2126,0.3271,1444223.1618,194.2887
91,2020-01-14,52.029999,52.709998999999996,51.490002000000004,52.009997999999996,52.009997999999996,1352906,63.7459,49.5680,49.8520,2.6600,87.8019,83.4881,0.1887,0.2972,0.4859,1429158.3714,187.6668
92,2020-01-15,51.93,52.459998999999996,51.34,51.540001000000004,51.540001000000004,1108539,60.6289,49.6907,50.0985,1.8400,77.8295,80.6588,0.2644,0.3029,0.5673,1066325.4006,138.2795
93,2020-01-16,51.700001,52.220001,51.560001,51.790001000000004,51.790001000000004,930670,61.6963,49.8307,50.3609,2.1000,75.8094,78.2341,0.3405,0.3041,0.6446,731221.0360,118.0389
94,2020-01-17,50.48,51.52,50.16,51.080002,51.080002,1767395,56.9945,49.9293,50.5171,1.4800,55.9439,67.0890,0.4006,0.2405,0.6412,726135.7605,57.0689
95,2020-01-20,50.82,51.41,50.66,51.150002,51.150002,310712,57.3380,50.0273,50.6697,1.4700,47.3837,57.2363,0.4478,0.1889,0.6367,688361.0375,56.6359
96,2020-01-21,50.5,50.610001000000004,47.68,48.84,48.84,3095071,44.7129,50.0267,50.5212,-0.0100,35.8257,46.5310,0.4466,-0.0049,0.4417,405303.8191,-41.7012
97,2020-01-22,49.299999,49.68,48.639998999999996,48.68,48.68,1282190,43.9940,50.0380,50.3529,0.1700,28.9261,37.7286,0.4115,-0.1404,0.2712,-123925.3901,-46.0126
98,2020-01-23,48.459998999999996,49.0,47.009997999999996,48.419998,48.419998,2001993,42.7960,49.9327,50.1507,-1.5800,30.0950,33.9118,0.3520,-0.2383,0.1137,-63479.8158,-78.6152
99,2020-01-24,48.450001,48.580002,45.77,47.18,47.18,2416449,37.5686,49.8573,49.8066,-1.1300,27.5475,30.7296,0.2596,-0.3695,-0.1099,-30244.9958,-116.3459
100,2020-01-27,43.41,45.529999,43.400002,44.740002000000004,44.740002000000004,2709248,29.8751,49.6867,49.1669,-2.5600,23.0664,26.8980,0.1120,-0.5904,-0.4784,208691.4101,-199.4637
101,2020-01-28,45.119999,45.77,44.689999,45.099998,45.099998,2257306,32.0740,49.4773,48.5936,-3.1400,25.0682,25.9831,-0.0570,-0.6760,-0.7330,114558.0557,-150.0865
102,2020-01-29,45.279999,45.959998999999996,44.709998999999996,45.599998,45.599998,1916354,35.1023,49.2480,48.1089,-3.4400,32.1770,29.0800,-0.2225,-0.6618,-0.8843,324168.1635,-119.1725
103,2020-01-30,45.099998,45.200001,44.18,44.93,44.93,1586113,32.9907,48.9367,47.5692,-4.6700,30.8568,29.9684,-0.3872,-0.6589,-1.0461,617940.7756,-114.1889
104,2020-01-31,44.630001,45.139998999999996,44.154999,44.330002,44.330002,1529131,31.1904,48.4987,46.9933,-6.5700,33.5925,31.7805,-0.5515,-0.6573,-1.2089,368285.1957,-100.7193
105,2020-02-03,44.369999,45.18,44.119999,44.779999,44.779999,1499613,34.0810,48.0113,46.5285,-7.3100,34.7310,33.2557,-0.6986,-0.5881,-1.2867,349709.5873,-84.0615
106,2020-02-04,45.59,47.25,45.52,46.509997999999996,46.509997999999996,1812547,43.8048,47.6447,46.3408,-5.5000,55.5444,44.4001,-0.7979,-0.3972,-1.1950,393659.6623,-33.0627
107,2020-02-05,47.25,48.060001,46.400002,46.700001,46.700001,1971011,44.7636,47.3220,46.2227,-4.8400,60.5133,52.4567,-0.8572,-0.2372,-1.0944,-24610.8080,-8.4210
108,2020-02-06,47.0,47.130001,46.330002,46.349998,46.349998,1373740,43.3053,46.9593,46.1012,-5.4400,58.5562,55.5064,-0.8919,-0.1391,-1.0310,-608728.2452,-13.6403
109,2020-02-07,46.25,46.25,45.040001000000004,45.459998999999996,45.459998999999996,1316269,39.7750,46.5847,45.9138,-5.6200,46.2832,50.8948,-0.9217,-0.1189,-1.0406,-920413.1906,-43.9304
110,2020-02-10,45.240002000000004,45.470001,44.73,45.080002,45.080002,1786964,38.3450,46.1800,45.7257,-6.0700,28.3968,39.6458,-0.9507,-0.1159,-1.0666,-994980.7664,-56.8339
111,2020-02-11,45.330002,47.200001,45.330002,46.580002,46.580002,1547478,46.4825,46.0293,45.7757,-2.2600,41.9762,40.8110,-0.9516,-0.0036,-0.9551,-769151.0692,19.3650
112,2020-02-12,46.700001,47.290001000000004,46.200001,47.07,47.07,1302648,48.8456,45.9220,45.9058,-1.6100,66.6912,53.7511,-0.9248,0.1070,-0.8178,-359677.0466,65.0693
113,2020-02-13,46.759997999999996,47.59,46.759997999999996,47.049999,47.049999,1117203,48.7515,45.8307,46.0468,-1.3700,73.9051,63.8281,-0.8804,0.1778,-0.7025,-266537.4192,95.7645
114,2020-02-14,47.0,47.009997999999996,46.130001,46.220001,46.220001,1210497,44.9035,45.7667,46.0955,-0.9600,63.0015,63.4148,-0.8384,0.1680,-0.6704,-510579.9602,52.2737
115,2020-02-18,44.419998,45.75,43.099998,45.0,45.0,3609437,39.9389,45.7840,45.9997,0.2600,52.6589,58.0368,-0.8177,0.0828,-0.7349,-65612.0865,-91.6169
116,2020-02-19,45.299999,45.68,44.73,45.310001,45.310001,1608987,41.6939,45.7980,45.9404,0.2100,50.9397,54.4883,-0.8046,0.0523,-0.7523,235552.9458,-43.2584
117,2020-02-20,45.060001,45.599998,44.349998,44.450001,44.450001,1729718,38.3620,45.7213,45.7719,-1.1500,40.5032,47.4957,-0.8089,-0.0171,-0.8260,-124963.5288,-71.3164
118,2020-02-21,44.200001,44.240002000000004,41.860001000000004,42.18,42.18,3264821,31.2904,45.5380,45.3292,-2.7500,23.3584,35.4271,-0.8582,-0.1972,-1.0554,-1020550.9289,-188.0645
119,2020-02-24,38.419998,40.380001,37.889998999999996,40.07,40.07,3153153,26.4369,45.2540,44.6457,-4.2600,25.5469,30.4870,-0.9649,-0.4266,-1.3915,-540685.9643,-283.6011
120,2020-02-25,40.25,40.290001000000004,37.220001,37.389998999999996,37.389998999999996,3094463,21.8292,44.7613,43.6627,-7.3900,13.7782,22.1326,-1.1424,-0.7102,-1.8527,-1170782.3093,-228.6446
121,2020-02-26,36.880001,37.5,34.830002,34.919998,34.919998,4192256,18.6238,43.9887,42.4326,-11.5900,7.3069,14.7197,-1.3919,-0.9980,-2.3899,-2566088.0586,-206.6628
122,2020-02-27,32.0,37.0,31.67,35.450001,35.450001,3674646,21.2812,43.2387,41.3652,-11.2500,18.6893,16.7045,-1.6618,-1.0795,-2.7413,-2414434.4174,-168.0682
123,2020-02-28,33.259997999999996,34.59,33.009997999999996,34.25,34.25,4015256,19.7191,42.4320,40.2417,-12.1000,24.1552,20.4298,-1.9457,-1.1355,-3.0812,-1405163.9820,-141.0722
124,2020-03-02,34.400002,34.959998999999996,33.400002,34.57,34.57,2830286,21.3682,41.7060,39.2589,-10.8900,28.8989,24.6644,-2.2139,-1.0729,-3.2868,-414265.6691,-109.4371
125,2020-03-03,35.700001,36.650002,34.740002000000004,34.939999,34.939999,4154985,23.3196,41.0300,38.4132,-10.1400,42.4941,33.5792,-2.4473,-0.9336,-3.3809,-1016411.1854,-79.0549
126,2020-03-04,35.66,36.220001,34.080002,35.07,35.07,3817836,24.0293,40.2627,37.6682,-11.5100,53.1420,43.3606,-2.6390,-0.7667,-3.4057,-1261166.0514,-73.1169
127,2020-03-05,33.919998,34.040001000000004,31.91,32.16,32.16,4866955,19.6642,39.2687,36.6553,-14.9100,29.2081,36.2844,-2.8349,-0.7836,-3.6185,-2431702.5420,-96.0391
128,2020-03-06,30.98,34.5,30.530001000000002,33.16,33.16,4782533,24.7005,38.3427,35.8917,-13.8900,36.0910,36.1877,-3.0007,-0.6634,-3.6642,-2195032.9478,-86.8158
129,2020-03-09,29.76,31.309998999999998,28.01,30.309998999999998,30.309998999999998,3631840,20.7318,37.2820,34.8877,-15.9100,31.3557,33.7717,-3.1777,-0.7079,-3.8856,-1443434.4849,-119.0065
130,2020-03-10,31.0,31.639999,30.450001,31.219998999999998,31.219998999999998,3935239,24.8619,36.3633,34.1299,-13.7800,35.2272,34.4994,-3.3306,-0.6116,-3.9422,-636470.0402,-93.3214
131,2020-03-11,30.4,30.4,27.24,27.4,27.4,6420028,20.1419,35.1693,33.0095,-17.9100,18.7155,26.6075,-3.5137,-0.7326,-4.2463,-2084364.1308,-140.2127
132,2020-03-12,23.25,25.860001,21.0,24.9,24.9,5820343,17.7755,33.8660,31.7258,-19.5500,23.8022,25.2048,-3.7381,-0.8975,-4.6356,-1366895.0814,-201.9184
133,2020-03-13,25.82,27.299999,23.344998999999998,25.370001000000002,25.370001000000002,5504662,19.6763,32.7453,30.6638,-16.8100,32.4368,28.8208,-3.9606,-0.8898,-4.8503,-907050.7975,-147.1548
134,2020-03-16,22.84,22.84,15.65,18.23,18.23,8202053,14.2968,31.2893,28.8494,-21.8400,24.2859,26.5534,-4.2750,-1.2578,-5.5328,-1373299.7484,-202.8636
135,2020-03-17,19.0,19.1,15.51,16.09,16.09,5450726,13.1429,29.8693,26.9495,-21.3000,14.0906,20.3220,-4.6551,-1.5202,-6.1752,-2613120.7242,-179.3502
136,2020-03-18,15.0,15.18,9.26,12.9,12.9,14794497,11.6422,28.4013,24.8283,-22.0200,17.1340,18.7280,-5.0966,-1.7661,-6.8626,-1801347.6301,-179.2512
137,2020-03-19,13.29,14.36,10.835,12.15,12.15,8224031,11.3167,26.8480,22.7969,-23.3000,16.5770,17.6525,-5.5538,-1.8290,-7.3828,-1969891.1763,-140.4504
138,2020-03-20,13.66,15.85,12.22,12.41,12.41,8817832,12.2282,25.3920,20.9922,-21.8400,19.8864,18.7695,-5.9802,-1.7053,-7.6855,-4371726.7099,-108.8717
139,2020-03-23,13.06,13.74,12.21,12.7,12.7,6087660,13.2932,23.9340,19.4057,-21.8700,27.4229,23.0962,-6.3465,-1.4654,-7.8119,-5653167.0714,-97.1614
